,title,rental_duration,rental_rate,length,replacement_cost,rating,category,amount,active,rental_month,rental_day,rental_hour,return_month,return_day,return_hour,rental_duration_days,customer_name
8202,Berets Agent,5,2.99,77,24.99,PG-13,Action,6.99,1,7,28,15,8,6,13,8,George Linton
8203,Charade Duffel,3,2.99,66,21.99,PG,Sci-Fi,3.99,1,7,28,17,8,1,22,4,George Linton
8204,Evolution Alter,5,0.99,174,10.99,PG-13,Sports,0.99,1,7,28,18,7,29,22,1,George Linton
8205,Wife Turn,3,4.99,183,27.99,NC-17,Documentary,6.99,1,7,29,4,8,3,22,5,George Linton
8206,Wonderful Drop,3,2.99,126,20.99,NC-17,Foreign,4.99,1,7,29,14,8,3,20,5,George Linton
8207,Caddyshack Jedi,3,0.99,52,17.99,NC-17,Action,3.99,1,7,30,12,8,5,16,6,George Linton
8208,Lonely Elephant,3,2.99,67,12.99,G,Comedy,6.99,1,7,30,17,8,6,16,6,George Linton
8209,Goldfinger Sensibility,3,0.99,93,29.99,G,Drama,2.99,0,7,7,1,7,12,0,4,Kenneth Gooden
8210,Igby Maker,7,4.99,160,12.99,NC-17,Travel,4.99,0,7,9,0,7,16,2,7,Kenneth Gooden
8211,Rider Caddyshack,5,2.99,177,28.99,PG,Sports,6.99,0,7,9,7,7,18,5,8,Kenneth Gooden
8212,Legally Secretary,7,4.99,113,14.99,PG,Children,4.99,0,7,12,11,7,16,8,3,Kenneth Gooden
8213,Extraordinary Conquerer,6,2.99,122,29.99,G,Classics,4.99,0,7,12,21,7,20,23,8,Kenneth Gooden
8214,Hotel Happiness,6,4.99,181,28.99,PG-13,Foreign,5.99,0,7,29,6,8,5,9,7,Kenneth Gooden
8215,Camelot Vacation,3,0.99,61,26.99,NC-17,Sci-Fi,6.99,0,7,29,16,8,7,19,9,Kenneth Gooden
8216,Tycoon Gathering,3,4.99,82,17.99,G,Games,9.99,0,7,31,8,8,8,13,8,Kenneth Gooden
8217,Muscle Bright,7,2.99,185,23.99,G,Travel,2.99,1,7,7,20,7,11,20,4,Steven Curley
8218,Barbarella Streetcar,6,2.99,65,27.99,G,Sci-Fi,3.99,1,7,9,6,7,16,11,7,Steven Curley
8219,Details Packer,4,4.99,88,17.99,R,Games,7.99,1,7,10,2,7,17,1,6,Steven Curley
8220,Coldblooded Darling,7,4.99,70,27.99,G,Sci-Fi,5.99,1,7,10,5,7,18,1,7,Steven Curley
8221,Coldblooded Darling,7,4.99,70,27.99,G,Sci-Fi,4.99,1,7,27,1,7,31,4,4,Steven Curley
8222,Robbers Joon,7,2.99,102,26.99,PG-13,Children,2.99,1,7,27,14,7,31,12,3,Steven Curley
8223,Adaptation Holes,7,2.99,50,18.99,NC-17,Documentary,2.99,1,7,27,23,7,29,23,1,Steven Curley
8224,Titans Jerk,4,4.99,91,11.99,PG,Sci-Fi,4.99,1,7,27,23,7,29,23,2,Steven Curley
8225,Rings Heartbreakers,5,0.99,58,17.99,G,Action,1.99,1,7,28,12,8,3,14,6,Steven Curley
8226,Network Peak,5,2.99,75,23.99,PG-13,Family,4.99,1,7,29,11,8,5,15,7,Steven Curley
8227,Eagles Panky,4,4.99,140,14.99,NC-17,New,4.99,1,7,31,0,8,4,5,4,Steven Curley
8228,Ghost Groundhog,6,4.99,85,18.99,G,Children,6.99,1,7,31,14,8,8,20,8,Steven Curley
8229,Gandhi Kwai,7,0.99,86,9.99,PG-13,Family,0.99,1,7,7,8,7,14,5,6,Edward Baugh
8230,Titans Jerk,4,4.99,91,11.99,PG,Sci-Fi,8.99,1,7,7,10,7,15,15,8,Edward Baugh
8231,Story Side,7,0.99,163,27.99,R,Action,0.99,1,7,8,11,7,12,15,4,Edward Baugh
8232,Packer Madigan,3,0.99,84,20.99,PG-13,Animation,0.99,1,7,10,2,7,13,1,2,Edward Baugh
8233,North Tequila,4,4.99,67,9.99,NC-17,Documentary,7.99,1,7,10,22,7,17,1,6,Edward Baugh
8234,Chariots Conspiracy,5,2.99,71,29.99,R,Sci-Fi,2.99,1,7,27,13,7,29,12,1,Edward Baugh
8235,Fargo Gandhi,3,2.99,130,28.99,G,Children,2.99,1,7,28,17,7,30,16,1,Edward Baugh
8236,Oscar Gold,7,2.99,115,29.99,PG,Animation,2.99,1,7,29,4,7,31,8,2,Edward Baugh
8237,Steers Armageddon,6,4.99,140,16.99,PG,Sports,4.99,1,7,29,8,8,2,3,3,Edward Baugh
8238,Flatliners Killer,5,2.99,100,29.99,G,Sports,2.99,1,7,30,9,8,3,5,3,Edward Baugh
8239,Born Spinal,7,4.99,179,17.99,PG,Travel,4.99,1,7,31,0,8,1,0,0,Edward Baugh
8240,Edge Kissing,5,4.99,153,9.99,NC-17,Drama,8.99,1,7,31,9,8,9,6,8,Edward Baugh
8241,American Circus,3,4.99,129,17.99,R,Action,4.99,1,7,6,11,7,8,8,1,Brian Wyman
8242,Valley Packer,3,0.99,73,21.99,G,Comedy,2.99,1,7,6,22,7,11,22,4,Brian Wyman
8243,High Encino,3,2.99,84,23.99,R,Horror,8.99,1,7,7,19,7,16,15,8,Brian Wyman
8244,Montezuma Command,6,0.99,126,22.99,NC-17,Action,0.99,1,7,28,1,7,28,21,0,Brian Wyman
8245,Tenenbaums Command,4,0.99,99,24.99,PG-13,Drama,0.99,1,7,28,9,7,29,15,1,Brian Wyman
8246,Bonnie Holocaust,4,0.99,63,29.99,G,Documentary,5.99,1,7,31,18,8,9,18,8,Brian Wyman
8247,Idols Snatchers,5,2.99,84,29.99,NC-17,Children,3.99,1,7,7,7,7,13,1,5,Ronald Weiner
8248,Madre Gables,7,2.99,98,27.99,PG-13,Games,2.99,1,7,7,16,7,13,13,5,Ronald Weiner
8249,Sabrina Midnight,5,4.99,99,11.99,PG,Children,4.99,1,7,8,8,7,9,13,1,Ronald Weiner
8250,Name Detective,5,4.99,178,11.99,PG-13,Games,8.99,1,7,10,14,7,19,13,8,Ronald Weiner
8251,Network Peak,5,2.99,75,23.99,PG-13,Family,2.99,1,7,10,19,7,11,18,0,Ronald Weiner
8252,Racer Egg,7,2.99,147,19.99,NC-17,Drama,2.99,1,7,11,8,7,13,6,1,Ronald Weiner
8253,Trojan Tomorrow,3,2.99,52,9.99,PG,Sci-Fi,4.99,1,7,11,12,7,16,15,5,Ronald Weiner
8254,Flamingos Connecticut,4,4.99,80,28.99,PG-13,New,4.99,1,7,11,15,7,15,19,4,Ronald Weiner
8255,Easy Gladiator,5,4.99,148,12.99,G,Action,6.99,1,7,12,2,7,19,22,7,Ronald Weiner
8256,Wind Phantom,6,0.99,111,12.99,R,Games,2.99,1,7,28,13,8,5,16,8,Ronald Weiner
8257,Right Cranes,7,4.99,153,29.99,PG-13,Classics,4.99,1,7,30,5,8,4,10,5,Ronald Weiner
8258,Spirited Casualties,5,0.99,138,20.99,PG-13,Sci-Fi,0.99,1,7,30,6,7,31,10,1,Ronald Weiner
8259,Victory Academy,6,0.99,64,19.99,PG-13,Sports,0.99,1,7,6,0,7,10,21,4,Anthony Schwab
8260,Agent Truman,3,2.99,169,17.99,PG,Foreign,4.99,1,7,6,12,7,11,9,4,Anthony Schwab
8261,Vacation Boondock,4,2.99,145,23.99,R,Sci-Fi,2.99,1,7,7,9,7,10,4,2,Anthony Schwab
8262,Dynamite Tarzan,4,0.99,141,27.99,PG-13,Classics,4.99,1,7,27,3,8,4,4,8,Anthony Schwab
8263,Trouble Date,6,2.99,61,13.99,PG,Travel,3.99,1,7,27,3,8,3,6,7,Anthony Schwab
8264,Trip Newton,7,4.99,64,14.99,PG-13,Action,4.99,1,7,28,12,7,30,11,1,Anthony Schwab
8265,Secretary Rouge,5,4.99,158,10.99,PG,Sports,4.99,1,7,28,20,7,31,18,2,Anthony Schwab
8266,Games Bowfinger,7,4.99,119,17.99,PG-13,Travel,4.99,1,7,29,0,8,3,4,5,Anthony Schwab
8267,Outbreak Divine,6,0.99,169,12.99,NC-17,Games,0.99,1,7,29,0,8,2,22,4,Anthony Schwab
8268,Scarface Bang,3,4.99,102,11.99,PG-13,Children,4.99,1,7,29,20,7,31,0,1,Anthony Schwab
8269,Connection Microcosmos,6,0.99,115,25.99,G,Comedy,0.99,1,7,31,0,8,3,23,3,Anthony Schwab
8270,Rocketeer Mother,3,0.99,178,27.99,PG-13,Foreign,5.99,1,7,6,19,7,14,20,8,Kevin Schuler
8271,Frost Head,5,0.99,82,13.99,PG,Classics,4.99,1,7,6,20,7,15,15,8,Kevin Schuler
8272,Durham Panky,6,4.99,154,14.99,R,Sports,4.99,1,7,7,15,7,8,11,0,Kevin Schuler
8273,Gaslight Crusade,4,2.99,106,10.99,PG,Horror,5.99,1,7,7,17,7,14,12,6,Kevin Schuler
8274,Rugrats Shakespeare,4,0.99,109,16.99,PG-13,Action,2.99,1,7,9,10,7,15,13,6,Kevin Schuler
8275,Closer Bang,5,4.99,58,12.99,R,Comedy,8.99,1,7,10,18,7,19,21,9,Kevin Schuler
8276,Masked Bubble,6,0.99,151,12.99,PG-13,Music,2.99,1,7,11,11,7,19,17,8,Kevin Schuler
8277,Titans Jerk,4,4.99,91,11.99,PG,Sci-Fi,5.99,1,7,12,19,7,17,19,4,Kevin Schuler
8278,Hanky October,5,2.99,107,26.99,NC-17,Sci-Fi,6.99,1,7,29,16,8,7,17,9,Kevin Schuler
8279,Factory Dragon,4,0.99,144,9.99,PG-13,Travel,0.99,1,7,31,17,8,1,22,1,Kevin Schuler
8280,Mallrats United,4,0.99,133,25.99,PG,Comedy,0.99,1,7,5,23,7,7,0,1,Jason Morrissey
8281,Doom Dancing,4,0.99,68,13.99,R,Comedy,1.99,1,7,6,6,7,11,5,4,Jason Morrissey
8282,Shawshank Bubble,6,4.99,80,20.99,PG,Travel,4.99,1,7,6,7,7,11,5,4,Jason Morrissey
8283,Neighbors Charade,3,0.99,161,20.99,R,Sports,2.99,1,7,11,2,7,16,3,5,Jason Morrissey
8284,Eyes Driving,4,2.99,172,13.99,PG-13,Sci-Fi,3.99,1,7,12,3,7,17,1,4,Jason Morrissey
8285,Horror Reign,3,0.99,139,25.99,R,Travel,0.99,1,7,12,11,7,13,14,1,Jason Morrissey
8286,Temple Attraction,5,4.99,71,13.99,PG,Horror,4.99,1,7,12,13,7,16,10,3,Jason Morrissey
8287,Mermaid Insects,5,4.99,104,20.99,NC-17,Sports,4.99,1,7,27,4,7,31,7,4,Jason Morrissey
8288,Dogma Family,5,4.99,122,16.99,G,Animation,4.99,1,7,28,20,7,31,18,2,Jason Morrissey
8289,Rocky War,4,4.99,145,17.99,PG-13,Drama,7.99,1,7,30,8,8,6,12,7,Jason Morrissey
8290,Sons Interview,3,2.99,184,11.99,NC-17,Animation,4.99,1,7,30,9,8,4,4,4,Jason Morrissey
8291,Lawrence Love,7,0.99,175,23.99,NC-17,Action,1.99,1,7,30,14,8,7,15,8,Jason Morrissey
8292,Money Harold,3,2.99,135,17.99,PG,New,6.99,1,7,6,10,7,13,12,7,Matthew Mahan
8293,Excitement Eve,3,0.99,51,20.99,G,Action,1.99,1,7,8,5,7,12,4,3,Matthew Mahan
8294,Dude Blindness,3,4.99,132,9.99,G,Sports,4.99,1,7,10,8,7,11,5,0,Matthew Mahan
8295,Camelot Vacation,3,0.99,61,26.99,NC-17,Sci-Fi,1.99,1,7,10,20,7,14,0,3,Matthew Mahan
8296,Fantasy Troopers,6,0.99,58,27.99,PG-13,Action,3.99,1,7,12,19,7,21,18,8,Matthew Mahan
8297,Jersey Sassy,6,4.99,60,16.99,PG,Children,7.99,1,7,27,7,8,5,10,9,Matthew Mahan
8298,Comforts Rush,3,2.99,76,19.99,NC-17,Travel,2.99,1,7,27,11,7,30,13,3,Matthew Mahan
8299,Moulin Wake,4,0.99,79,20.99,PG-13,Travel,5.99,1,7,28,3,8,6,5,9,Matthew Mahan
8300,Shining Roses,4,0.99,125,12.99,G,Travel,1.99,1,7,28,9,8,2,11,5,Matthew Mahan
8301,Sugar Wonka,3,4.99,114,20.99,PG,Animation,4.99,1,7,28,12,7,29,9,0,Matthew Mahan
8302,Vision Torque,5,0.99,59,16.99,PG-13,Foreign,0.99,1,7,29,8,8,1,3,2,Matthew Mahan
8303,Coast Rainbow,4,0.99,55,20.99,PG,Documentary,0.99,1,7,29,20,7,30,17,0,Matthew Mahan
8304,Crossroads Casualties,5,2.99,153,20.99,G,Animation,2.99,1,7,30,18,8,4,15,4,Matthew Mahan
8305,Desperate Trainspotting,7,4.99,81,29.99,G,Travel,4.99,1,7,31,17,8,6,16,5,Matthew Mahan
8306,Kissing Dolls,3,4.99,141,9.99,R,Action,4.99,1,7,31,18,8,1,13,0,Matthew Mahan
8307,Trip Newton,7,4.99,64,14.99,PG-13,Action,4.99,1,7,6,21,7,8,19,1,Gary Coy
8308,Maker Gables,4,0.99,136,12.99,PG-13,Children,0.99,1,7,7,11,7,10,10,2,Gary Coy
8309,Clue Grail,6,4.99,70,27.99,NC-17,Music,4.99,1,7,7,19,7,9,0,1,Gary Coy
8310,Robbers Joon,7,2.99,102,26.99,PG-13,Children,2.99,1,7,10,10,7,11,15,1,Gary Coy
8311,Westward Seabiscuit,7,0.99,52,11.99,NC-17,Classics,0.99,1,7,10,13,7,14,16,4,Gary Coy
8312,Greatest North,5,2.99,93,24.99,NC-17,Music,2.99,1,7,11,3,7,16,6,5,Gary Coy
8313,Torque Bound,3,4.99,179,27.99,G,Drama,4.99,1,7,11,17,7,13,16,1,Gary Coy
8314,Youth Kick,4,0.99,179,14.99,NC-17,Music,3.99,1,7,27,10,8,3,5,6,Gary Coy
8315,Closer Bang,5,4.99,58,12.99,R,Comedy,7.99,1,7,27,11,8,4,10,7,Gary Coy
8316,Moonshine Cabin,4,4.99,171,25.99,PG-13,Games,6.99,1,7,28,13,8,3,15,6,Gary Coy
8317,Packer Madigan,3,0.99,84,20.99,PG-13,Animation,3.99,1,7,29,16,8,4,13,5,Gary Coy
8318,Terminator Club,5,4.99,88,11.99,R,Music,4.99,1,7,31,5,8,4,6,4,Gary Coy
8319,Snatchers Montezuma,4,2.99,74,14.99,PG-13,Classics,2.99,1,8,1,1,8,2,23,1,Gary Coy
8320,Reap Unfaithful,6,2.99,136,26.99,PG-13,Horror,5.99,1,7,9,23,7,18,4,8,Timothy Bunn
8321,Intentions Empire,3,2.99,107,13.99,PG-13,Animation,2.99,1,7,10,11,7,12,7,1,Timothy Bunn
8322,Iron Moon,7,4.99,46,27.99,PG,Classics,4.99,1,7,10,13,7,15,10,4,Timothy Bunn
8323,Control Anthem,7,4.99,185,9.99,G,Comedy,4.99,1,7,11,8,7,17,8,6,Timothy Bunn
8324,Voice Peach,6,0.99,139,22.99,PG-13,New,0.99,1,7,12,9,7,13,4,0,Timothy Bunn
8325,Midsummer Groundhog,3,4.99,48,27.99,G,Documentary,9.99,1,7,27,9,8,4,4,7,Timothy Bunn
8326,Cider Desire,7,2.99,101,9.99,PG,Documentary,2.99,1,7,28,3,8,2,5,5,Timothy Bunn
8327,Celebrity Horn,7,0.99,110,24.99,PG-13,Action,0.99,1,7,29,10,7,30,6,0,Timothy Bunn
8328,Fatal Haunted,6,2.99,91,24.99,PG,New,2.99,1,7,31,18,8,3,15,2,Timothy Bunn
8329,Destiny Saturday,4,4.99,56,20.99,G,New,4.99,1,7,31,19,8,3,22,3,Timothy Bunn
8330,Legend Jedi,7,0.99,59,18.99,PG,Music,0.99,1,7,6,18,7,8,15,1,Jose Andrew
8331,High Encino,3,2.99,84,23.99,R,Horror,7.99,1,7,7,9,7,15,11,8,Jose Andrew
8332,Jumping Wrath,4,0.99,74,18.99,NC-17,Children,5.99,1,7,9,8,7,18,9,9,Jose Andrew
8333,Muscle Bright,7,2.99,185,23.99,G,Travel,2.99,1,7,27,5,8,1,0,4,Jose Andrew
8334,Hills Neighbors,5,0.99,93,29.99,G,Action,2.99,1,7,28,4,8,4,9,7,Jose Andrew
8335,Hobbit Alien,5,0.99,157,27.99,PG-13,Drama,4.99,1,7,28,12,8,6,9,8,Jose Andrew
8336,Beach Heartbreakers,6,2.99,122,16.99,G,Documentary,5.99,1,7,29,8,8,7,3,8,Jose Andrew
8337,Stranger Strangers,3,4.99,139,12.99,G,Children,4.99,1,7,29,13,7,31,18,2,Jose Andrew
8338,Vertigo Northwest,4,2.99,90,17.99,R,Comedy,2.99,1,7,29,18,8,2,16,3,Jose Andrew
8339,Egypt Tenenbaums,3,0.99,85,11.99,PG,Horror,0.99,1,7,31,13,8,3,16,3,Jose Andrew
8340,Slums Duck,5,0.99,147,21.99,PG,Family,0.99,1,7,31,21,8,1,18,0,Jose Andrew
8341,Mallrats United,4,0.99,133,25.99,PG,Comedy,4.99,1,7,31,23,8,8,20,7,Jose Andrew
8342,Rings Heartbreakers,5,0.99,58,17.99,G,Action,4.99,1,7,7,23,7,16,3,8,Larry Thrasher
8343,Minority Kiss,4,0.99,59,16.99,G,Music,0.99,1,7,8,2,7,11,22,3,Larry Thrasher
8344,Uptown Young,5,2.99,84,16.99,PG,Children,2.99,1,7,12,8,7,14,5,1,Larry Thrasher
8345,Pacific Amistad,3,0.99,144,27.99,G,Documentary,1.99,1,7,27,18,7,31,22,4,Larry Thrasher
8346,Tenenbaums Command,4,0.99,99,24.99,PG-13,Drama,1.99,1,7,28,7,8,2,10,5,Larry Thrasher
8347,League Hellfighters,5,4.99,110,25.99,PG-13,Classics,4.99,1,7,9,22,7,13,23,4,Jeffrey Spear
8348,Grit Clockwork,3,0.99,137,21.99,PG,Games,1.99,1,7,28,15,8,1,19,4,Jeffrey Spear
8349,Campus Remember,5,2.99,167,27.99,R,Action,6.99,1,7,29,11,8,7,15,9,Jeffrey Spear
8350,Dorado Notting,5,4.99,139,26.99,NC-17,Music,4.99,1,7,29,20,8,3,22,5,Jeffrey Spear
8351,Clash Freddy,6,2.99,81,12.99,G,Animation,2.99,1,7,31,2,8,5,23,5,Jeffrey Spear
8352,Disturbing Scarface,6,2.99,94,27.99,R,Sci-Fi,2.99,1,7,31,12,8,4,7,3,Jeffrey Spear
8353,Lonely Elephant,3,2.99,67,12.99,G,Comedy,2.99,1,7,6,23,7,7,21,0,Frank Waggoner
8354,Poseidon Forever,6,4.99,159,29.99,PG-13,Sports,4.99,1,7,7,4,7,13,23,6,Frank Waggoner
8355,Fellowship Autumn,6,4.99,77,9.99,NC-17,Travel,4.99,1,7,7,22,7,13,3,5,Frank Waggoner
8356,Novocaine Flight,4,0.99,64,11.99,G,Sports,1.99,1,7,8,0,7,13,18,5,Frank Waggoner
8357,Gentlemen Stage,6,2.99,125,22.99,NC-17,Foreign,2.99,1,7,8,10,7,12,12,4,Frank Waggoner
8358,Detective Vision,4,0.99,143,16.99,PG-13,Classics,4.99,1,7,28,14,8,5,9,7,Frank Waggoner
8359,Egg Igby,4,2.99,67,20.99,PG,Documentary,7.99,1,7,28,21,8,6,23,9,Frank Waggoner
8360,Nemo Campus,5,2.99,131,23.99,NC-17,Sci-Fi,6.99,1,7,29,8,8,7,6,8,Frank Waggoner
8361,Tracy Cider,3,0.99,142,29.99,G,Animation,0.99,1,7,30,2,8,2,5,3,Frank Waggoner
8362,Arachnophobia Rollercoaster,4,2.99,147,24.99,PG-13,Horror,4.99,1,7,30,5,8,5,3,5,Frank Waggoner
8363,Comancheros Enemy,5,0.99,67,23.99,R,Children,0.99,1,7,30,13,8,1,11,1,Frank Waggoner
8364,Theory Mermaid,5,0.99,184,9.99,PG-13,Animation,0.99,1,7,30,19,7,31,23,1,Frank Waggoner
8365,Star Operation,5,2.99,181,9.99,PG,Sports,6.99,1,7,31,11,8,9,16,9,Frank Waggoner
8366,Lost Bird,4,2.99,98,21.99,PG-13,Foreign,4.99,1,7,6,5,7,12,8,6,Scott Shelley
8367,Jumping Wrath,4,0.99,74,18.99,NC-17,Children,2.99,1,7,6,8,7,12,9,6,Scott Shelley
8368,Escape Metropolis,7,2.99,167,20.99,R,Travel,2.99,1,7,6,12,7,9,16,3,Scott Shelley
8369,None Spiking,3,0.99,83,18.99,NC-17,Sci-Fi,1.99,1,7,7,7,7,11,5,3,Scott Shelley
8370,Forever Candidate,7,2.99,131,28.99,NC-17,Children,2.99,1,7,9,8,7,16,6,6,Scott Shelley
8371,Steers Armageddon,6,4.99,140,16.99,PG,Sports,5.99,1,7,10,12,7,17,8,6,Scott Shelley
8372,Karate Moon,4,0.99,120,21.99,PG-13,Horror,0.99,1,7,12,11,7,14,5,1,Scott Shelley
8373,Santa Paris,7,2.99,154,23.99,PG,Children,2.99,1,7,12,11,7,15,17,3,Scott Shelley
8374,Clueless Bucket,4,2.99,95,13.99,R,Action,2.99,1,7,12,13,7,15,15,3,Scott Shelley
8375,Seabiscuit Punk,6,2.99,112,28.99,NC-17,Sports,2.99,1,7,28,10,8,2,13,5,Scott Shelley
8376,Edge Kissing,5,4.99,153,9.99,NC-17,Drama,4.99,1,7,29,16,7,31,17,2,Scott Shelley
8377,Temple Attraction,5,4.99,71,13.99,PG,Horror,4.99,1,7,31,20,8,3,16,2,Scott Shelley
8378,Mile Mulan,4,0.99,64,10.99,PG,Sports,4.99,1,7,6,0,7,14,20,8,Eric Robert
8379,Spice Sorority,5,4.99,141,22.99,NC-17,Drama,4.99,1,7,6,5,7,7,10,1,Eric Robert
8380,Pity Bound,5,4.99,60,19.99,NC-17,Drama,8.99,1,7,6,17,7,15,22,9,Eric Robert
8381,Moonshine Cabin,4,4.99,171,25.99,PG-13,Games,4.99,1,7,7,3,7,9,1,1,Eric Robert
8382,Fish Opus,4,2.99,125,22.99,R,Sci-Fi,5.99,1,7,7,4,7,14,23,7,Eric Robert
8383,Telegraph Voyage,3,4.99,148,20.99,PG,Music,10.99,1,7,7,18,7,16,15,8,Eric Robert
8384,Sweet Brotherhood,3,2.99,185,27.99,R,Travel,2.99,1,7,9,8,7,10,5,0,Eric Robert
8385,Pocus Pulp,6,0.99,138,15.99,NC-17,Documentary,1.99,1,7,10,19,7,17,0,6,Eric Robert
8386,Bingo Talented,5,2.99,150,22.99,PG-13,Sci-Fi,5.99,1,7,10,23,7,18,23,8,Eric Robert
8387,Donnie Alley,4,0.99,125,20.99,NC-17,Animation,0.99,1,7,29,0,7,31,19,2,Eric Robert
8388,Shakespeare Saddle,6,2.99,60,26.99,PG-13,Sports,4.99,1,7,30,4,8,7,0,7,Eric Robert
8389,Ice Crossing,5,2.99,131,28.99,R,Games,5.99,1,7,30,20,8,7,15,7,Eric Robert
8390,Easy Gladiator,5,4.99,148,12.99,G,Action,6.99,1,8,1,0,8,8,0,7,Eric Robert
8391,Lawless Vision,6,4.99,181,29.99,G,Animation,6.99,1,7,7,6,7,15,5,7,Stephen Qualls
8392,Slacker Liaisons,7,4.99,179,29.99,R,Drama,6.99,1,7,7,16,7,16,22,9,Stephen Qualls
8393,Madre Gables,7,2.99,98,27.99,PG-13,Games,2.99,1,7,9,7,7,14,9,5,Stephen Qualls
8394,Hunger Roof,6,0.99,105,21.99,G,Foreign,1.99,1,7,9,14,7,16,14,6,Stephen Qualls
8395,Patton Interview,4,2.99,175,22.99,PG,Horror,2.99,1,7,9,19,7,13,17,3,Stephen Qualls
8396,Frogmen Breaking,5,0.99,111,17.99,R,Travel,0.99,1,7,9,19,7,14,19,5,Stephen Qualls
8397,Anonymous Human,7,0.99,179,12.99,NC-17,Sports,0.99,1,7,9,21,7,11,22,2,Stephen Qualls
8398,Peach Innocent,3,2.99,160,20.99,PG-13,Sports,7.99,1,7,27,3,8,4,8,8,Stephen Qualls
8399,Patton Interview,4,2.99,175,22.99,PG,Horror,2.99,1,7,27,16,7,29,15,1,Stephen Qualls
8400,Moonwalker Fool,5,4.99,184,12.99,G,Games,8.99,1,7,27,22,8,5,21,8,Stephen Qualls
8401,Truman Crazy,7,4.99,92,9.99,G,Action,4.99,1,7,27,22,7,29,23,2,Stephen Qualls
8402,Minds Truman,3,4.99,149,22.99,PG-13,Action,8.99,1,7,28,12,8,4,7,6,Stephen Qualls
8403,Wanda Chamber,7,4.99,107,23.99,PG-13,Games,6.99,1,7,28,21,8,6,19,8,Stephen Qualls
8404,Effect Gladiator,6,0.99,107,14.99,PG,Family,1.99,1,7,30,17,8,6,19,7,Stephen Qualls
8405,Indian Love,4,0.99,135,26.99,NC-17,Family,5.99,1,7,30,19,8,8,15,8,Stephen Qualls
8406,Destination Jerk,3,0.99,76,19.99,PG-13,Drama,0.99,1,7,31,14,8,1,12,0,Stephen Qualls
8407,Airport Pollock,6,4.99,54,15.99,R,Horror,4.99,1,7,31,18,8,3,21,3,Stephen Qualls
8408,Joon Northwest,3,0.99,105,23.99,NC-17,Sports,0.99,1,7,9,2,7,10,7,1,Andrew Purdy
8409,Gandhi Kwai,7,0.99,86,9.99,PG-13,Family,1.99,1,7,10,6,7,18,4,7,Andrew Purdy
8410,Videotape Arsenic,4,4.99,145,10.99,NC-17,Games,4.99,1,7,10,20,7,11,20,1,Andrew Purdy
8411,Shepherd Midsummer,7,0.99,113,14.99,R,Children,0.99,1,7,11,16,7,17,20,6,Andrew Purdy
8412,Name Detective,5,4.99,178,11.99,PG-13,Games,4.99,1,7,26,23,7,28,4,1,Andrew Purdy
8413,Chicken Hellfighters,3,0.99,122,24.99,PG,Documentary,0.99,1,7,27,0,7,28,0,1,Andrew Purdy
8414,Neighbors Charade,3,0.99,161,20.99,R,Sports,6.99,1,7,27,4,8,5,0,8,Andrew Purdy
8415,Hours Rage,4,0.99,122,14.99,NC-17,New,0.99,1,7,27,10,7,30,5,2,Andrew Purdy
8416,Desert Poseidon,4,4.99,64,27.99,R,Horror,4.99,1,7,29,17,8,1,13,2,Andrew Purdy
8417,Ferris Mother,3,2.99,142,13.99,PG,Comedy,4.99,1,7,30,10,8,4,7,4,Andrew Purdy
8418,Flintstones Happiness,3,4.99,148,11.99,PG-13,Comedy,10.99,1,7,30,18,8,8,23,9,Andrew Purdy
8419,Monsoon Cause,6,4.99,182,20.99,PG,Games,4.99,1,7,31,18,8,4,20,4,Andrew Purdy
8420,Hamlet Wisdom,7,2.99,146,21.99,R,Sci-Fi,2.99,1,7,31,19,8,3,22,3,Andrew Purdy
8421,Stagecoach Armageddon,5,4.99,112,25.99,R,Action,4.99,1,7,6,8,7,9,12,3,Raymond Mcwhorter
8422,Coldblooded Darling,7,4.99,70,27.99,G,Sci-Fi,6.99,1,7,8,6,7,17,4,8,Raymond Mcwhorter
8423,Titanic Boondock,3,4.99,104,18.99,R,Animation,4.99,1,7,9,1,7,10,4,1,Raymond Mcwhorter
8424,Spirit Flintstones,7,0.99,149,23.99,R,Horror,0.99,1,7,9,21,7,15,3,5,Raymond Mcwhorter
8425,Sugar Wonka,3,4.99,114,20.99,PG,Animation,5.99,1,7,10,15,7,14,14,3,Raymond Mcwhorter
8426,Nuts Ties,5,4.99,145,10.99,NC-17,New,4.99,1,7,10,17,7,12,16,1,Raymond Mcwhorter
8427,Invasion Cyclone,5,2.99,97,12.99,PG,Children,5.99,1,7,12,10,7,20,8,7,Raymond Mcwhorter
8428,Oleander Clue,5,0.99,161,12.99,PG,Music,4.99,1,7,12,14,7,21,15,9,Raymond Mcwhorter
8429,Pollock Deliverance,5,2.99,137,14.99,PG,Foreign,2.99,1,7,27,0,7,28,1,1,Raymond Mcwhorter
8430,Titanic Boondock,3,4.99,104,18.99,R,Animation,7.99,1,7,30,4,8,5,23,6,Raymond Mcwhorter
8431,Dream Pickup,6,2.99,135,18.99,PG,Action,2.99,1,7,31,5,8,6,0,5,Raymond Mcwhorter
8432,Orient Closer,3,2.99,118,22.99,R,Drama,3.99,1,8,1,0,8,5,5,4,Raymond Mcwhorter
8433,Canyon Stock,7,0.99,85,26.99,R,Animation,0.99,1,7,6,5,7,8,1,1,Gregory Mauldin
8434,Ridgemont Submarine,3,0.99,46,28.99,PG-13,New,0.99,1,7,7,1,7,9,5,2,Gregory Mauldin
