inventory_id,film_id,title,rental_duration,rental_rate,length,replacement_cost,rating,category,language,store_id,rental_id,rental_date,return_date,payment_id,amount,customer_id,first_name,last_name,active
2003,436,Hours Rage,4,0.99,122,14.99,NC-17,New,English             ,2,7246,27-07-2005 10:30,30-07-2005 05:44,25918,0.99,333,Andrew,Purdy,1
995,222,Desert Poseidon,4,4.99,64,27.99,R,Horror,English             ,2,8719,29-07-2005 17:45,01-08-2005 13:53,25919,4.99,333,Andrew,Purdy,1
1407,308,Ferris Mother,3,2.99,142,13.99,PG,Comedy,English             ,1,9148,30-07-2005 10:39,04-08-2005 07:17,25920,4.99,333,Andrew,Purdy,1
1482,324,Flintstones Happiness,3,4.99,148,11.99,PG-13,Comedy,English             ,1,9338,30-07-2005 18:03,08-08-2005 23:57,25921,10.99,333,Andrew,Purdy,1
2694,591,Monsoon Cause,6,4.99,182,20.99,PG,Games,English             ,2,10035,31-07-2005 18:46,04-08-2005 20:33,25922,4.99,333,Andrew,Purdy,1
1815,394,Hamlet Wisdom,7,2.99,146,21.99,R,Sci-Fi,English             ,1,10062,31-07-2005 19:24,03-08-2005 22:51,25923,2.99,333,Andrew,Purdy,1
3827,838,Stagecoach Armageddon,5,4.99,112,25.99,R,Action,English             ,2,3662,06-07-2005 08:11,09-07-2005 12:25,25924,4.99,334,Raymond,Mcwhorter,1
755,165,Coldblooded Darling,7,4.99,70,27.99,G,Sci-Fi,English             ,1,4603,08-07-2005 06:57,17-07-2005 04:32,25925,6.99,334,Raymond,Mcwhorter,1
4095,892,Titanic Boondock,3,4.99,104,18.99,R,Animation,English             ,1,5014,09-07-2005 01:51,10-07-2005 04:48,25926,4.99,334,Raymond,Mcwhorter,1
3790,830,Spirit Flintstones,7,0.99,149,23.99,R,Horror,English             ,2,5434,09-07-2005 21:25,15-07-2005 03:12,25927,0.99,334,Raymond,Mcwhorter,1
3940,859,Sugar Wonka,3,4.99,114,20.99,PG,Animation,English             ,1,5818,10-07-2005 15:51,14-07-2005 14:10,25928,5.99,334,Raymond,Mcwhorter,1
2882,632,Nuts Ties,5,4.99,145,10.99,NC-17,New,English             ,1,5845,10-07-2005 17:23,12-07-2005 16:29,25929,4.99,334,Raymond,Mcwhorter,1
2165,468,Invasion Cyclone,5,2.99,97,12.99,PG,Children,English             ,1,6641,12-07-2005 10:33,20-07-2005 08:24,25930,5.99,334,Raymond,Mcwhorter,1
2895,636,Oleander Clue,5,0.99,161,12.99,PG,Music,English             ,1,6749,12-07-2005 14:43,21-07-2005 15:13,25931,4.99,334,Raymond,Mcwhorter,1
3134,689,Pollock Deliverance,5,2.99,137,14.99,PG,Foreign,English             ,1,6987,27-07-2005 00:59,28-07-2005 01:47,25932,2.99,334,Raymond,Mcwhorter,1
4099,892,Titanic Boondock,3,4.99,104,18.99,R,Animation,English             ,2,8977,30-07-2005 04:14,05-08-2005 23:45,25933,7.99,334,Raymond,Mcwhorter,1
1141,252,Dream Pickup,6,2.99,135,18.99,PG,Action,English             ,2,9633,31-07-2005 05:04,06-08-2005 00:52,25934,2.99,334,Raymond,Mcwhorter,1
2925,643,Orient Closer,3,2.99,118,22.99,R,Drama,English             ,2,10207,01-08-2005 00:53,05-08-2005 05:51,25935,3.99,334,Raymond,Mcwhorter,1
542,118,Canyon Stock,7,0.99,85,26.99,R,Animation,English             ,2,3607,06-07-2005 05:30,08-07-2005 01:36,25936,0.99,335,Gregory,Mauldin,1
3318,730,Ridgemont Submarine,3,0.99,46,28.99,PG-13,New,English             ,1,4016,07-07-2005 01:05,09-07-2005 05:59,25937,0.99,335,Gregory,Mauldin,1
2628,576,Mighty Luck,7,2.99,122,13.99,PG,Documentary,English             ,2,4032,07-07-2005 02:34,14-07-2005 22:43,25938,2.99,335,Gregory,Mauldin,1
581,127,Cat Coneheads,5,4.99,112,14.99,G,Comedy,English             ,1,4279,07-07-2005 15:01,08-07-2005 09:43,25939,4.99,335,Gregory,Mauldin,1
591,129,Cause Date,3,2.99,179,16.99,R,Documentary,English             ,2,4387,07-07-2005 20:56,16-07-2005 00:51,25940,8.99,335,Gregory,Mauldin,1
2987,655,Panther Reds,5,4.99,109,22.99,NC-17,Sci-Fi,English             ,1,5024,09-07-2005 02:25,12-07-2005 03:15,25941,4.99,335,Gregory,Mauldin,1
2581,566,Maude Mod,6,0.99,72,20.99,R,Foreign,English             ,1,5252,09-07-2005 13:40,14-07-2005 09:41,25942,0.99,335,Gregory,Mauldin,1
636,138,Chariots Conspiracy,5,2.99,71,29.99,R,Sci-Fi,English             ,2,5728,10-07-2005 11:26,15-07-2005 12:55,25943,2.99,335,Gregory,Mauldin,1
3946,861,Suit Walls,3,4.99,111,12.99,R,Games,English             ,1,6624,12-07-2005 09:05,18-07-2005 13:59,25944,7.99,335,Gregory,Mauldin,1
1435,314,Fight Jawbreaker,3,0.99,91,13.99,R,Animation,English             ,1,6906,12-07-2005 22:03,15-07-2005 00:35,25945,0.99,335,Gregory,Mauldin,1
2023,440,Hunger Roof,6,0.99,105,21.99,G,Foreign,English             ,1,8634,29-07-2005 14:19,07-08-2005 13:44,25946,3.99,335,Gregory,Mauldin,1
4388,958,Wardrobe Phantom,6,2.99,178,19.99,G,Drama,English             ,2,8855,29-07-2005 23:40,02-08-2005 18:07,25947,2.99,335,Gregory,Mauldin,1
333,73,Bingo Talented,5,2.99,150,22.99,PG-13,Sci-Fi,English             ,2,9125,30-07-2005 09:43,07-08-2005 14:02,25948,5.99,335,Gregory,Mauldin,1
4163,905,Trainspotting Strangers,7,4.99,132,10.99,PG-13,Comedy,English             ,1,9361,30-07-2005 18:43,06-08-2005 21:24,25949,4.99,335,Gregory,Mauldin,1
1948,424,Holocaust Highball,6,0.99,149,12.99,R,Children,English             ,1,9428,30-07-2005 21:18,05-08-2005 16:09,25950,0.99,335,Gregory,Mauldin,1
1287,284,Enemy Odds,5,4.99,77,23.99,NC-17,Music,English             ,2,4323,07-07-2005 17:55,13-07-2005 16:43,25951,5.99,336,Joshua,Mark,1
760,166,Color Philadelphia,6,2.99,149,19.99,G,Classics,English             ,1,4595,08-07-2005 06:40,14-07-2005 08:54,25952,2.99,336,Joshua,Mark,1
1349,298,Eyes Driving,4,2.99,172,13.99,PG-13,Sci-Fi,English             ,1,5649,10-07-2005 07:15,12-07-2005 11:57,25953,2.99,336,Joshua,Mark,1
683,149,Christmas Moonshine,7,0.99,150,21.99,NC-17,Children,English             ,2,5667,10-07-2005 08:11,15-07-2005 08:23,25954,0.99,336,Joshua,Mark,1
2391,521,Lies Treatment,7,4.99,147,28.99,NC-17,Drama,English             ,2,6263,11-07-2005 15:33,17-07-2005 12:49,25955,4.99,336,Joshua,Mark,1
3223,708,Quills Bull,4,4.99,112,19.99,R,Documentary,English             ,1,6382,11-07-2005 21:58,17-07-2005 21:18,25956,6.99,336,Joshua,Mark,1
4432,969,West Lion,4,4.99,159,29.99,G,Drama,English             ,1,8275,29-07-2005 01:35,30-07-2005 02:16,25957,4.99,336,Joshua,Mark,1
2985,654,Panky Submarine,4,4.99,93,19.99,G,Games,English             ,2,8407,29-07-2005 06:37,04-08-2005 03:13,25958,6.99,336,Joshua,Mark,1
4290,934,Vanilla Day,7,4.99,122,20.99,NC-17,Games,English             ,2,8607,29-07-2005 13:18,30-07-2005 18:51,25959,4.99,336,Joshua,Mark,1
127,25,Angels Life,3,2.99,74,15.99,G,New,English             ,1,8951,30-07-2005 03:18,08-08-2005 08:50,25960,8.99,336,Joshua,Mark,1
3983,868,Superfly Trip,5,0.99,114,27.99,PG,Travel,English             ,1,9306,30-07-2005 16:47,02-08-2005 22:15,25961,0.99,336,Joshua,Mark,1
2725,598,Mosquito Armageddon,6,0.99,57,22.99,G,Sports,English             ,1,10055,31-07-2005 19:15,05-08-2005 20:23,25962,0.99,336,Joshua,Mark,1
1599,350,Garden Island,3,4.99,80,21.99,G,Sci-Fi,English             ,1,3626,06-07-2005 06:15,10-07-2005 10:18,25963,5.99,337,Jerry,Jordon,1
3928,857,Strictly Scarface,3,2.99,144,24.99,PG-13,Comedy,English             ,1,4091,07-07-2005 05:53,14-07-2005 03:12,25964,6.99,337,Jerry,Jordon,1
1534,336,French Holiday,5,4.99,99,22.99,PG,Documentary,English             ,1,4093,07-07-2005 05:54,12-07-2005 00:34,25965,4.99,337,Jerry,Jordon,1
1146,253,Drifter Commandments,5,4.99,61,18.99,PG-13,Action,English             ,2,4855,08-07-2005 18:45,11-07-2005 18:23,25966,4.99,337,Jerry,Jordon,1
3876,847,Stock Glass,7,2.99,160,10.99,PG,New,English             ,2,5050,09-07-2005 03:54,10-07-2005 02:23,25967,2.99,337,Jerry,Jordon,1
3962,863,Sun Confessions,5,0.99,141,9.99,R,Sci-Fi,English             ,2,6212,11-07-2005 12:40,15-07-2005 17:49,25968,0.99,337,Jerry,Jordon,1
1544,338,Frisco Forrest,6,4.99,51,23.99,PG,Sci-Fi,English             ,2,6305,11-07-2005 18:02,20-07-2005 13:29,25969,7.99,337,Jerry,Jordon,1
2362,514,Lebowski Soldiers,6,2.99,69,17.99,PG-13,Drama,English             ,2,6620,12-07-2005 08:51,16-07-2005 03:59,25970,2.99,337,Jerry,Jordon,1
1559,342,Fugitive Maguire,7,4.99,83,28.99,R,Travel,English             ,1,7410,27-07-2005 16:41,29-07-2005 22:11,25971,4.99,337,Jerry,Jordon,1
981,219,Deep Crusade,6,4.99,51,20.99,PG-13,Documentary,English             ,1,8516,29-07-2005 10:00,02-08-2005 09:34,25972,4.99,337,Jerry,Jordon,1
4006,872,Sweet Brotherhood,3,2.99,185,27.99,R,Travel,English             ,2,8919,30-07-2005 01:57,08-08-2005 05:14,25973,8.99,337,Jerry,Jordon,1
1847,402,Harper Dying,3,0.99,52,15.99,G,Animation,English             ,2,9051,30-07-2005 07:05,07-08-2005 09:12,25974,5.99,337,Jerry,Jordon,1
385,85,Bonnie Holocaust,4,0.99,63,29.99,G,Documentary,English             ,2,3516,06-07-2005 00:50,09-07-2005 19:12,25975,0.99,338,Dennis,Gilman,1
434,96,Breaking Home,4,2.99,169,21.99,PG-13,New,English             ,1,3772,06-07-2005 13:22,10-07-2005 11:54,25976,2.99,338,Dennis,Gilman,1
1066,237,Divorce Shining,3,2.99,47,21.99,G,Sports,English             ,1,4104,07-07-2005 06:25,13-07-2005 04:18,25977,5.99,338,Dennis,Gilman,1
1321,292,Excitement Eve,3,0.99,51,20.99,G,Action,English             ,1,4779,08-07-2005 15:53,15-07-2005 20:30,25978,4.99,338,Dennis,Gilman,1
4026,877,Taxi Kick,4,0.99,64,23.99,PG-13,Music,English             ,1,5309,09-07-2005 16:00,17-07-2005 17:56,25979,4.99,338,Dennis,Gilman,1
3813,835,Spy Mile,6,2.99,112,13.99,PG-13,Games,English             ,1,6236,11-07-2005 14:18,14-07-2005 08:47,25980,2.99,338,Dennis,Gilman,1
3075,676,Philadelphia Wife,7,4.99,137,16.99,PG-13,Sports,English             ,2,6360,11-07-2005 21:07,16-07-2005 15:11,25981,4.99,338,Dennis,Gilman,1
4390,959,Warlock Werewolf,6,2.99,83,10.99,G,Children,English             ,1,7584,27-07-2005 23:15,03-08-2005 02:18,25982,3.99,338,Dennis,Gilman,1
3888,849,Storm Happiness,6,0.99,57,28.99,NC-17,Animation,English             ,2,8766,29-07-2005 19:41,02-08-2005 00:41,25983,0.99,338,Dennis,Gilman,1
3722,814,Snatch Slipper,6,4.99,110,15.99,PG,Comedy,English             ,1,9485,30-07-2005 23:32,08-08-2005 17:44,25984,7.99,338,Dennis,Gilman,1
2328,505,Labyrinth League,6,2.99,46,24.99,PG-13,Children,English             ,2,3536,06-07-2005 01:36,12-07-2005 20:00,25985,2.99,339,Walter,Perryman,1
4559,995,Yentl Idaho,5,4.99,86,11.99,R,Horror,English             ,1,4243,07-07-2005 13:39,12-07-2005 19:27,25986,4.99,339,Walter,Perryman,1
4466,976,Wind Phantom,6,0.99,111,12.99,R,Games,English             ,1,4467,08-07-2005 00:13,09-07-2005 00:52,25987,0.99,339,Walter,Perryman,1
108,22,Amistad Midsummer,6,2.99,85,10.99,G,New,English             ,1,4967,08-07-2005 23:48,15-07-2005 23:51,25988,3.99,339,Walter,Perryman,1
576,125,Cassidy Wyoming,5,2.99,61,19.99,NC-17,Travel,English             ,2,5720,10-07-2005 11:09,16-07-2005 07:31,25989,3.99,339,Walter,Perryman,1
1790,389,Gunfighter Mussolini,3,2.99,127,9.99,PG-13,Sports,English             ,1,6072,11-07-2005 04:52,18-07-2005 01:02,25990,6.99,339,Walter,Perryman,1
2487,545,Madness Attacks,4,0.99,178,14.99,PG-13,Foreign,English             ,1,6425,11-07-2005 23:54,13-07-2005 18:37,25991,0.99,339,Walter,Perryman,1
1984,433,Horn Working,4,2.99,95,23.99,PG,Animation,English             ,1,6682,12-07-2005 12:12,21-07-2005 10:49,25992,7.99,339,Walter,Perryman,1
1329,293,Exorcist Sting,6,2.99,167,17.99,G,Sports,English             ,2,7244,27-07-2005 10:27,30-07-2005 13:09,25993,2.99,339,Walter,Perryman,1
3936,858,Submarine Bed,5,4.99,127,21.99,R,Comedy,English             ,2,7973,28-07-2005 14:10,29-07-2005 11:26,25994,4.99,339,Walter,Perryman,1
2280,493,Kane Exorcist,5,0.99,92,18.99,R,Foreign,English             ,2,8968,30-07-2005 03:57,31-07-2005 00:09,25995,0.99,339,Walter,Perryman,1
2751,603,Movie Shakespeare,6,4.99,53,27.99,PG,Family,English             ,1,9208,30-07-2005 12:54,06-08-2005 17:22,25996,5.99,339,Walter,Perryman,1
2099,455,Impossible Prejudice,7,4.99,103,11.99,NC-17,Foreign,English             ,1,9663,31-07-2005 06:10,01-08-2005 11:40,25997,4.99,339,Walter,Perryman,1
3466,760,Samurai Lion,5,2.99,110,21.99,G,New,English             ,1,4475,08-07-2005 00:27,09-07-2005 05:39,25998,2.99,340,Patrick,Newsom,1
3022,663,Patient Sister,7,0.99,99,29.99,NC-17,Classics,English             ,2,4742,08-07-2005 13:35,11-07-2005 10:24,25999,0.99,340,Patrick,Newsom,1
2584,567,Meet Chocolate,3,2.99,80,26.99,G,Foreign,English             ,1,6381,11-07-2005 21:58,16-07-2005 16:18,26000,4.99,340,Patrick,Newsom,1
2904,638,Operation Operation,7,2.99,156,23.99,G,Comedy,English             ,1,7617,28-07-2005 00:18,01-08-2005 01:17,26001,2.99,340,Patrick,Newsom,1
2634,578,Million Ace,4,4.99,142,16.99,PG-13,Classics,English             ,1,8274,29-07-2005 01:34,01-08-2005 20:15,26002,4.99,340,Patrick,Newsom,1
976,218,Deceiver Betrayed,7,0.99,122,22.99,NC-17,Drama,English             ,1,8541,29-07-2005 10:55,31-07-2005 10:53,26003,0.99,340,Patrick,Newsom,1
2083,451,Igby Maker,7,4.99,160,12.99,NC-17,Travel,English             ,2,8551,29-07-2005 11:13,05-08-2005 05:17,26004,4.99,340,Patrick,Newsom,1
4051,881,Temple Attraction,5,4.99,71,13.99,PG,Horror,English             ,2,8606,29-07-2005 13:14,30-07-2005 14:52,26005,4.99,340,Patrick,Newsom,1
2292,498,Killer Innocent,7,2.99,161,11.99,R,Family,English             ,1,9834,31-07-2005 12:05,07-08-2005 15:26,26006,2.99,340,Patrick,Newsom,1
1991,434,Horror Reign,3,0.99,139,25.99,R,Travel,English             ,1,3938,06-07-2005 21:15,13-07-2005 20:02,26007,4.99,341,Peter,Menard,1
1548,339,Frogmen Breaking,5,0.99,111,17.99,R,Travel,English             ,2,4624,08-07-2005 08:12,15-07-2005 12:24,26008,2.99,341,Peter,Menard,1
1144,253,Drifter Commandments,5,4.99,61,18.99,PG-13,Action,English             ,1,5487,10-07-2005 00:01,10-07-2005 20:43,26009,4.99,341,Peter,Menard,1
2259,488,Joon Northwest,3,0.99,105,23.99,NC-17,Sports,English             ,2,5931,10-07-2005 22:04,13-07-2005 00:45,26010,0.99,341,Peter,Menard,1
401,89,Borrowers Bedazzled,7,0.99,63,22.99,G,Animation,English             ,1,7473,27-07-2005 19:05,05-08-2005 14:47,26011,2.99,341,Peter,Menard,1
3409,747,Roxanne Rebel,5,0.99,171,9.99,R,Games,English             ,2,8661,29-07-2005 15:28,05-08-2005 20:04,26012,2.99,341,Peter,Menard,1
973,216,Day Unfaithful,3,4.99,113,16.99,G,New,English             ,2,8728,29-07-2005 18:12,06-08-2005 22:45,26013,9.99,341,Peter,Menard,1
2324,504,Kwai Homeward,5,0.99,46,25.99,PG-13,Drama,English             ,2,5617,10-07-2005 05:28,12-07-2005 00:02,26014,0.99,342,Harold,Martino,1
3146,691,Poseidon Forever,6,4.99,159,29.99,PG-13,Sports,English             ,1,6060,11-07-2005 04:06,12-07-2005 03:05,26015,4.99,342,Harold,Martino,1
141,28,Anthem Luke,5,4.99,91,16.99,PG-13,Comedy,English             ,1,6429,12-07-2005 00:02,21-07-2005 02:08,26016,8.99,342,Harold,Martino,1
530,116,Candidate Perdition,4,2.99,70,10.99,R,Classics,English             ,2,6736,12-07-2005 14:16,15-07-2005 16:26,26017,2.99,342,Harold,Martino,1
1481,324,Flintstones Happiness,3,4.99,148,11.99,PG-13,Comedy,English             ,1,6787,12-07-2005 16:33,18-07-2005 21:48,26018,7.99,342,Harold,Martino,1
2130,461,Insects Stone,3,0.99,123,14.99,NC-17,Animation,English             ,2,6997,27-07-2005 01:14,29-07-2005 01:12,26019,0.99,342,Harold,Martino,1
236,53,Bang Kwai,5,2.99,87,25.99,NC-17,Family,English             ,1,7280,27-07-2005 11:50,30-07-2005 15:53,26020,2.99,342,Harold,Martino,1
4434,970,Westward Seabiscuit,7,0.99,52,11.99,NC-17,Classics,English             ,1,9164,30-07-2005 11:24,08-08-2005 16:24,26021,2.99,342,Harold,Martino,1
417,91,Bound Cheaper,5,0.99,98,17.99,PG,Classics,English             ,2,9526,31-07-2005 01:02,04-08-2005 03:00,26022,0.99,342,Harold,Martino,1
806,175,Confused Candles,3,2.99,122,27.99,PG-13,Family,English             ,2,9948,31-07-2005 15:49,06-08-2005 12:36,26023,5.99,342,Harold,Martino,1
1745,379,Greedy Roots,7,0.99,166,14.99,R,Drama,English             ,2,9955,31-07-2005 16:01,04-08-2005 11:15,26024,0.99,342,Harold,Martino,1
4485,980,Wizard Coldblooded,4,4.99,75,12.99,PG,Music,English             ,1,9956,31-07-2005 16:03,01-08-2005 16:40,26025,4.99,342,Harold,Martino,1
4341,946,Virtual Spoilers,3,4.99,144,14.99,NC-17,Family,English             ,2,3978,06-07-2005 23:04,10-07-2005 17:45,26026,5.99,343,Douglas,Graf,1
2089,453,Image Princess,3,2.99,178,17.99,PG-13,Sports,English             ,1,4472,08-07-2005 00:22,16-07-2005 20:16,26027,7.99,343,Douglas,Graf,1
3252,715,Range Moonwalker,3,4.99,147,25.99,PG,Family,English             ,2,5097,09-07-2005 06:09,10-07-2005 03:55,26028,4.99,343,Douglas,Graf,1
4168,906,Tramp Others,4,0.99,171,27.99,PG,Comedy,English             ,2,5337,09-07-2005 17:03,16-07-2005 22:25,26029,3.99,343,Douglas,Graf,1
2073,450,Idols Snatchers,5,2.99,84,29.99,NC-17,Children,English             ,1,7069,27-07-2005 03:59,05-08-2005 03:33,26030,6.99,343,Douglas,Graf,1
1513,330,Forrester Comancheros,7,4.99,112,22.99,NC-17,Animation,English             ,2,8012,28-07-2005 15:29,05-08-2005 12:28,26031,5.99,343,Douglas,Graf,1
2590,568,Memento Zoolander,4,4.99,77,11.99,NC-17,Comedy,English             ,2,8088,28-07-2005 18:23,06-08-2005 23:25,26032,9.99,343,Douglas,Graf,1
3105,682,Pittsburgh Hunchback,4,4.99,134,17.99,PG-13,Family,English             ,1,9458,30-07-2005 22:24,04-08-2005 21:26,26033,5.99,343,Douglas,Graf,1
1328,293,Exorcist Sting,6,2.99,167,17.99,G,Sports,English             ,2,9739,31-07-2005 09:08,04-08-2005 13:57,26034,2.99,343,Douglas,Graf,1
1651,361,Gleaming Jawbreaker,5,2.99,89,25.99,NC-17,Sports,English             ,1,4028,07-07-2005 02:19,15-07-2005 08:09,26035,5.99,344,Henry,Billingsley,1
1964,428,Homicide Peach,6,2.99,141,21.99,PG-13,Family,English             ,2,4347,07-07-2005 18:58,14-07-2005 16:35,26036,3.99,344,Henry,Billingsley,1
4167,906,Tramp Others,4,0.99,171,27.99,PG,Comedy,English             ,1,6363,11-07-2005 21:13,20-07-2005 15:44,26037,5.99,344,Henry,Billingsley,1
452,100,Brooklyn Desert,7,4.99,161,21.99,R,Foreign,English             ,1,7480,27-07-2005 19:19,02-08-2005 01:01,26038,4.99,344,Henry,Billingsley,1
2207,477,Jawbreaker Brooklyn,5,0.99,118,15.99,PG,Music,English             ,2,8561,29-07-2005 11:29,05-08-2005 09:17,26039,2.99,344,Henry,Billingsley,1
4367,952,Wagon Jaws,7,2.99,152,17.99,PG,Documentary,English             ,1,9788,31-07-2005 10:28,09-08-2005 13:45,26040,4.99,344,Henry,Billingsley,1
1741,378,Greatest North,5,2.99,93,24.99,NC-17,Music,English             ,2,4422,07-07-2005 22:09,10-07-2005 01:43,26041,2.99,345,Carl,Artis,1
877,193,Crossroads Casualties,5,2.99,153,20.99,G,Animation,English             ,2,4425,07-07-2005 22:22,08-07-2005 22:23,26042,2.99,345,Carl,Artis,1
1252,276,Element Freddy,6,4.99,115,28.99,NC-17,Comedy,English             ,1,4450,07-07-2005 23:20,13-07-2005 19:50,26043,4.99,345,Carl,Artis,1
2977,652,Pajama Jawbreaker,3,0.99,126,14.99,R,Classics,English             ,1,5508,10-07-2005 00:50,16-07-2005 19:07,26044,3.99,345,Carl,Artis,1
4029,878,Teen Apollo,3,4.99,74,25.99,G,Travel,English             ,2,6307,11-07-2005 18:04,17-07-2005 23:40,26045,7.99,345,Carl,Artis,1
1433,313,Fidelity Devil,5,4.99,118,11.99,G,Horror,English             ,2,7092,27-07-2005 04:46,03-08-2005 07:22,26046,6.99,345,Carl,Artis,1
2546,559,Married Go,7,2.99,114,22.99,G,Sci-Fi,English             ,1,8129,28-07-2005 19:47,31-07-2005 21:33,26047,2.99,345,Carl,Artis,1
503,112,Calendar Gunfight,4,4.99,120,22.99,NC-17,Foreign,English             ,1,8694,29-07-2005 16:44,06-08-2005 16:28,26048,8.99,345,Carl,Artis,1
4562,995,Yentl Idaho,5,4.99,86,11.99,R,Horror,English             ,2,9163,30-07-2005 11:23,31-07-2005 07:34,26049,4.99,345,Carl,Artis,1
1346,296,Express Lonely,5,2.99,178,23.99,R,Sci-Fi,English             ,1,9207,30-07-2005 12:49,31-07-2005 14:32,26050,2.99,345,Carl,Artis,1
838,183,Conversation Downhill,4,4.99,112,14.99,R,Family,English             ,2,10215,01-08-2005 01:04,09-08-2005 21:43,26051,8.99,345,Carl,Artis,1
4427,968,Werewolf Lola,6,4.99,79,19.99,G,Action,English             ,1,4420,07-07-2005 22:07,12-07-2005 19:14,26052,4.99,346,Arthur,Simpkins,1
2354,512,League Hellfighters,5,4.99,110,25.99,PG-13,Classics,English             ,2,4958,08-07-2005 23:19,17-07-2005 20:31,26053,8.99,346,Arthur,Simpkins,1
3109,683,Pity Bound,5,4.99,60,19.99,NC-17,Drama,English             ,1,5428,09-07-2005 21:12,14-07-2005 16:25,26054,4.99,346,Arthur,Simpkins,1
1433,313,Fidelity Devil,5,4.99,118,11.99,G,Horror,English             ,2,5557,10-07-2005 03:10,11-07-2005 21:34,26055,4.99,346,Arthur,Simpkins,1
205,45,Attraction Newton,5,4.99,83,14.99,PG-13,New,English             ,2,6136,11-07-2005 08:34,14-07-2005 06:11,26056,4.99,346,Arthur,Simpkins,1
1352,298,Eyes Driving,4,2.99,172,13.99,PG-13,Sci-Fi,English             ,2,6323,11-07-2005 19:02,14-07-2005 15:54,26057,2.99,346,Arthur,Simpkins,1
2496,548,Magnificent Chitty,3,2.99,53,27.99,R,Classics,English             ,1,6881,12-07-2005 20:46,21-07-2005 00:26,26058,8.99,346,Arthur,Simpkins,1
2914,640,Opus Ice,5,4.99,102,21.99,R,Foreign,English             ,2,7943,28-07-2005 12:50,04-08-2005 11:29,26059,6.99,346,Arthur,Simpkins,1
70,13,Ali Forever,4,4.99,150,21.99,PG,Horror,English             ,2,8272,29-07-2005 01:29,03-08-2005 21:56,26060,5.99,346,Arthur,Simpkins,1
1454,319,Fish Opus,4,2.99,125,22.99,R,Sci-Fi,English             ,1,8505,29-07-2005 09:22,06-08-2005 05:23,26061,6.99,346,Arthur,Simpkins,1
403,89,Borrowers Bedazzled,7,0.99,63,22.99,G,Animation,English             ,2,8543,29-07-2005 11:01,03-08-2005 06:03,26062,0.99,346,Arthur,Simpkins,1
1143,253,Drifter Commandments,5,4.99,61,18.99,PG-13,Action,English             ,1,8732,29-07-2005 18:25,07-08-2005 18:56,26063,8.99,346,Arthur,Simpkins,1
643,139,Chasing Fight,7,4.99,114,21.99,PG,Family,English             ,2,9566,31-07-2005 02:32,02-08-2005 23:54,26064,4.99,346,Arthur,Simpkins,1
3290,724,Remember Diary,5,2.99,110,15.99,R,Family,English             ,2,9848,31-07-2005 12:44,07-08-2005 13:49,26065,4.99,346,Arthur,Simpkins,1
999,223,Desire Alien,7,2.99,76,24.99,NC-17,Animation,English             ,2,9927,31-07-2005 15:12,01-08-2005 11:37,26066,2.99,346,Arthur,Simpkins,1
384,85,Bonnie Holocaust,4,0.99,63,29.99,G,Documentary,English             ,2,3605,06-07-2005 05:27,10-07-2005 00:05,26067,0.99,347,Ryan,Salisbury,1
4212,915,Truman Crazy,7,4.99,92,9.99,G,Action,English             ,2,3666,06-07-2005 08:27,09-07-2005 07:37,26068,4.99,347,Ryan,Salisbury,1
3841,841,Star Operation,5,2.99,181,9.99,PG,Sports,English             ,2,4232,07-07-2005 12:49,15-07-2005 16:45,26069,5.99,347,Ryan,Salisbury,1
2785,611,Musketeers Wait,7,4.99,73,17.99,PG,Classics,English             ,1,4523,08-07-2005 03:06,17-07-2005 04:44,26070,6.99,347,Ryan,Salisbury,1
4086,890,Tights Dawn,5,0.99,172,14.99,R,Sports,English             ,2,5471,09-07-2005 23:11,13-07-2005 02:08,26071,0.99,347,Ryan,Salisbury,1
3439,754,Rushmore Mermaid,6,2.99,150,17.99,PG-13,Comedy,English             ,2,5819,10-07-2005 15:56,12-07-2005 19:59,26072,2.99,347,Ryan,Salisbury,1
1613,352,Gathering Calendar,4,0.99,176,22.99,PG-13,Games,English             ,2,6121,11-07-2005 07:55,16-07-2005 03:43,26073,1.99,347,Ryan,Salisbury,1
3891,850,Story Side,7,0.99,163,27.99,R,Action,English             ,1,7811,28-07-2005 08:06,30-07-2005 10:08,26074,0.99,347,Ryan,Salisbury,1
537,117,Candles Grapes,6,4.99,135,15.99,NC-17,Games,English             ,2,8148,28-07-2005 20:39,02-08-2005 16:29,26075,4.99,347,Ryan,Salisbury,1
2173,469,Iron Moon,7,4.99,46,27.99,PG,Classics,English             ,2,8153,28-07-2005 20:55,01-08-2005 15:56,26076,4.99,347,Ryan,Salisbury,1
3527,772,Sea Virgin,4,2.99,80,24.99,PG,Drama,English             ,1,8176,28-07-2005 21:42,03-08-2005 22:59,26077,4.99,347,Ryan,Salisbury,1
3500,767,Scalawag Duck,6,4.99,183,13.99,NC-17,Music,English             ,1,8378,29-07-2005 05:28,02-08-2005 05:55,26078,4.99,347,Ryan,Salisbury,1
3533,773,Seabiscuit Punk,6,2.99,112,28.99,NC-17,Sports,English             ,1,8771,29-07-2005 19:54,03-08-2005 20:38,26079,2.99,347,Ryan,Salisbury,1
2367,515,Legally Secretary,7,4.99,113,14.99,PG,Children,English             ,2,9013,30-07-2005 05:19,04-08-2005 01:35,26080,4.99,347,Ryan,Salisbury,1
3913,854,Strangers Graffiti,4,4.99,119,22.99,R,Horror,English             ,2,9582,31-07-2005 03:05,04-08-2005 07:26,26081,4.99,347,Ryan,Salisbury,1
